review,normalized_review
"I am about 20 minutes into this documentary and find that my interest in watching further is seriously challenged by my inability to understand what the three remaining brothers are talking about. Three middle-aged fellows muttering into their beards or to their feet or to the middle distance do not make riveting storytelling, if one has NO idea what they are saying in their country accents. My enjoyment and understanding would be enhanced 100% if there were subtitles. It's not too late to reach a wider audience....",minutes documentary find interest watching seriously challenged inability understand three remaining brothers talking three middleaged fellows muttering beards feet middle distance make riveting storytelling one idea saying country accents enjoyment understanding would enhanced subtitles late reach wider audience
Bought this for my boss who uses 2 hearing aids. He absolutely loves it and it does not interfere with his hearing aids. The volume control is excellent and you don't need to use it on the highest setting it is so powerful. You can also adjust it to accomodate the pitch of different voices. Would highly recommend this product for those who cannot hear well.,bought boss uses hearing aids absolutely loves interfere hearing aids volume control excellent dont need use highest setting powerful also adjust accomodate pitch different voices would highly recommend product cannot hear well
This book didn't do much for me. Suffer The Children and Protege had me hooked instantly. This book seemed like it took forever to get things going. Some parts were so down-right boring I actually skimmed thru just to see if anything interesting was going to happen.,book didnt much suffer children protege hooked instantly book seemed like took forever get things going parts downright boring actually skimmed thru see anything interesting going happen
fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa,fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa fsafsdfsfsfsafsa
"The Q&A approach adopted in this book is very useful. It would provide for a very useful reference manual on M&A if its content were not so dated. Its discussion of taxes, accounting, and deal structures does not reflect recent changes in rules and M&A practices. It would be helpful if the author would update the material. Other more current and more comprehensive books on the subject that I have found useful include Mergers, Acquisitions, and Other Restructuring activities by Depamphilis and Bruner's M&A book.",qa approach adopted book useful would provide useful reference manual content dated discussion taxes accounting deal structures reflect recent changes rules practices would helpful author would update material current comprehensive books subject found useful include mergers acquisitions restructuring activities depamphilis bruners book
"So far I have had no complaints with this camera. It gives me all the manual options I like to have. I love the way it recycles so quickly so I am ready to take another picture. Somtimes the camera is out of focus and I can't quite figure out the problem. Maybe I'm doing something wrong. I'm sure it's a setting that I'm not quite of. With all the options, I sometimes forget what setting I have it on.",far complaints camera gives manual options like love way recycles quickly ready take another picture somtimes camera focus cant quite figure problem maybe im something wrong im sure setting im quite options sometimes forget setting
The card was good while it lasted but I expected a life cycle of greater than 1 year.,card good lasted expected life cycle greater year
Good Mini SD great price also and as always amazon great with getting it to me in a timely manner.,good mini sd great price also always amazon great getting timely manner
I've tried every one of these flea tick so called stoppers on my Rottie and hands down this stuff works the best and longest out of all of them. Will be buying this stuff from now on.,ive tried every one flea tick called stoppers rottie hands stuff works best longest buying stuff
"I stayed up until 1:00 AM to finish it... it was so good, I couldn't wait to see what happened next! At first I thought it would be your typical ""chick"" type book... but it was not at all!!! At the risk of sounding cliche', I must say this book tells a wonderful and inspiring story of love, personal growth, and following your dreams. The NYC references were so fun to read, having lived in NYC myself. The story itself holds a great, positive message, and an interesting twist at the end. I REALLY HOPE to see this come out in a movie! I highly recommend this book!!!",stayed finish good couldnt wait see happened next first thought would typical chick type book risk sounding cliche must say book tells wonderful inspiring story love personal growth following dreams nyc references fun read lived nyc story holds great positive message interesting twist end really hope see come movie highly recommend book
"This radio is only good for Sirius. The CD player works on a whim and the controls are so tiny it was like they were designed for a mouse. The remote has never worked, even for selecting stations. No FM/AM reception and I live in a major metropolitan area on the east coast. It is far too big and bulky just for the Sirius part. I kept it tucked in a dark corner its infrequent usage warrants.My only regret about the review is that I cannot give it no stars.",radio good sirius cd player works whim controls tiny like designed mouse remote never worked even selecting stations fmam reception live major metropolitan area east coast far big bulky sirius part kept tucked dark corner infrequent usage warrantsmy regret review cannot give stars
"Unlike her husband, Hillary Rodham Clinton has not demonstrated any talent for writing. Her ""Living History"" is really a sad demonstration of her skill or lack of it as an author. If you want to read some well written words try ""My Life"" by Bill Clinton.",unlike husband hillary rodham clinton demonstrated talent writing living history really sad demonstration skill lack author want read well written words try life bill clinton
before TTTT my life was an empty pool of mysery. Post tttt It's been roses and sunshine. I can't even describe the joy in my life now. Thank you tttt!,tttt life empty pool mysery post tttt roses sunshine cant even describe joy life thank tttt
"I was hoping for more given who Simon's father is, but it seems he's gone down the same cheese-filled road that Phil did eventually. I thought that maybe we'd get to experience some of the innovation and originality that Phil had early in his career with early Genesis and his first couple of solo albums, but Simon gives us something that's OK to play in the background yet doesn't hold up to real listening, in my opinion. I'm not intentionally slagging the guy -- it's very apparent that he has talent, but he just doesn't quite have the creative songwriting tools to make it jump out yet.",hoping given simons father seems hes gone cheesefilled road phil eventually thought maybe wed get experience innovation originality phil early career early genesis first couple solo albums simon gives us something thats ok play background yet doesnt hold real listening opinion im intentionally slagging guy apparent talent doesnt quite creative songwriting tools make jump yet
This book is only 80 pages and offers suggestions about avoiding malpractice using 20 briefly described cases for purposes of illustration.This book is fairly elementary and offers little unique insight.For such a book I found the cost listed on the book($35.00)incredibly high.,book pages offers suggestions avoiding malpractice using briefly described cases purposes illustrationthis book fairly elementary offers little unique insightfor book found cost listed bookincredibly high
"He explains stuff really well, I like Johnny McArthur, he is level headed about the Bible and hasn't been blown back and forth by every wind of doctrine. When you are done reading the book it'd be a good gift for someone, because it's actually really pretty looking LOL",explains stuff really well like johnny mcarthur level headed bible hasnt blown back forth every wind doctrine done reading book itd good gift someone actually really pretty looking lol
"This book is exactly what I was hoping for. It has great suggestions for for the modern bride who might be paying for most of the wedding along with her groom to be. Instead of old school rules and focusing on stuff one could care less about, like many of the books I have seen or have purchased.Great book and at a great price. It is not the only book one would need, but it is perfect in addition to another guide or organizer.",book exactly hoping great suggestions modern bride might paying wedding along groom instead old school rules focusing stuff one could care less like many books seen purchasedgreat book great price book one would need perfect addition another guide organizer
"Little Tikes Bathtime BandI purchased this time for my two toddlers for Christmas. It looked so cute and my 15 month old loves music. It was going to be a surefire hit. Unfortunately it has never worked. We tried new batteries, pouring water simultaneuosly in the cups, one at a time, nothing has worked. As it was Xmas morning, the box is long gone. I wish we had read the reviews. Do not buy this toy unless you want some realy disappointed kids.",little tikes bathtime bandi purchased time two toddlers christmas looked cute month old loves music going surefire hit unfortunately never worked tried new batteries pouring water simultaneuosly cups one time nothing worked xmas morning box long gone wish read reviews buy toy unless want realy disappointed kids
"The story line of this book is phenomenal. I started thinking it was going to be a quick read because the sample was hard to put down. The authors are very descriptive and there are very little grammatical errors. But, I started to get a little bored about 60% through. The detailing started to seem drawn out and it was difficult for me to finish. The build up to the conclusion was predictable ( in my opinion) which made it even more difficult to finish. I would still recommend the book to anyone who is looking for a detailed and highly researched account of what happened in Juarez during the span of murders.",story line book phenomenal started thinking going quick read sample hard put authors descriptive little grammatical errors started get little bored detailing started seem drawn difficult finish build conclusion predictable opinion made even difficult finish would still recommend book anyone looking detailed highly researched account happened juarez span murders
"If you need your info fluffy and pretty, here's your book, but it was cotton-candy to my hunger for bread and meat. I read the whole thing in the Border's parking lot, went back in and exchanged it for some remaindered cookbooks.",need info fluffy pretty heres book cottoncandy hunger bread meat read whole thing borders parking lot went back exchanged remaindered cookbooks
This was just awful. Schlock. Formulaic. Unoriginal. Remaindering is a mercy killing. Not a book to give someone if you want to get them hooked on fantasy fiction.,awful schlock formulaic unoriginal remaindering mercy killing book give someone want get hooked fantasy fiction
"Not a bad compilation, even though the opera singer sketch and a coupla other oft-played sketches were somehow omitted. Very old clips were still enjoyed -- there were more of them than in more recent years, which were usually in color (from TV guest shots or from concerts).",bad compilation even though opera singer sketch coupla oftplayed sketches somehow omitted old clips still enjoyed recent years usually color tv guest shots concerts
"I bought this camera because it was advertised to be Mac compatible. Unfortunately, it only works with Mac OS 9 and below, which haven't been produced since 2002 or so. Also, the design of the camera is such that you have to place it at eye level (it doesn't pivot up enough) and yet there's no way to attach it to a laptop. So you have to place it on top of a pile of books or something to have it angle correctly.Too bad. I was hoping it would be an inexpensive camera to use in talking with my husband overseas.",bought camera advertised mac compatible unfortunately works mac os havent produced since also design camera place eye level doesnt pivot enough yet theres way attach laptop place top pile books something angle correctlytoo bad hoping would inexpensive camera use talking husband overseas
"I have to write that this album is the most beautiful from all albums of Pablo. Pablo sings more profeionally. His voice in the song Olvidarte jamás is very preciosa. The best songs are: olvidarte jamás, toda ley, gallo de pelea, se te olvido, vas a entender, como tenerte otra vez... Muchas gracias Pablito",write album beautiful albums pablo pablo sings profeionally voice song olvidarte jam preciosa best songs olvidarte jam toda ley gallo de pelea se te olvido vas entender como tenerte otra vez muchas gracias pablito
"My Oppo BD-83 blu ray player has never hit a snag in six months of use (even when I was using it during their beta program, it played all DVD's and Blu-Rays). Then it met ""Summer."" The disc started to play a trailer and halted in the middle. Then it jumped to the main menu. There, despite hitting every ""play"" and/or ""select"" button on the remote to advance, it would do nothing except provide the universal circle with the red line through it on the upper left screen. I tried close to 10 times, reloading and so on. Nothing worked. I double-checked live to the Internet for the latest firmware updates. But my player is up to date. When I tried another disc, the player briefly had a problem until I restarted everything again. My player definitely did not like Summer or whatever Fox has put on this disc that is causing the problem. Beware.",oppo bd blu ray player never hit snag six months use even using beta program played dvds blurays met summer disc started play trailer halted middle jumped main menu despite hitting every play andor select button remote advance would nothing except provide universal circle red line upper left screen tried close times reloading nothing worked doublechecked live internet latest firmware updates player date tried another disc player briefly problem restarted everything player definitely like summer whatever fox put disc causing problem beware
"When I made the mistake of reading this tell-all book,It was clear to me that the writer was very bitter. The book tells us little that shock`s,and seems to have been a means of revenge towards Marlo Thomas. What is also odd, is that not one unkind word is written about Phil Donahue,leading the reader to believe he must not have any say in his own home.",made mistake reading tellall bookit clear writer bitter book tells us little shocksand seems means revenge towards marlo thomas also odd one unkind word written phil donahueleading reader believe must say home
"If you are looking to understand the value of business process simulation from an executive stand-point, this is a great book.Profozich explains through examples and case studies how simulation can help companies make better business decisions and managage necessary changes in their operating environment.All business environments operate within areas of uncertainty. This book explains how simulation technology can help business managers understand and use this uncertainty to their advantage.Business simulation can support business managers across all functions of the enterprise and help create value in a number of ways. Unfortunately businesses are not taking advantage of this great technology. Profozich has managed to demystify the myth around the complexities of computer simulation and he explains the value proposition and approach in a very compelling way.",looking understand value business process simulation executive standpoint great bookprofozich explains examples case studies simulation help companies make better business decisions managage necessary changes operating environmentall business environments operate within areas uncertainty book explains simulation technology help business managers understand use uncertainty advantagebusiness simulation support business managers across functions enterprise help create value number ways unfortunately businesses taking advantage great technology profozich managed demystify myth around complexities computer simulation explains value proposition approach compelling way
"I bought this game on day one based on the fact that it was a next-gen shadowrun. I read about it and became very excited about the gameplay and the new ideas. But then I actually played it. With all the time, effort and money put into this game, why is there absolutly no single player story mode. This is based on a world with some of the richest history in pen-and-paper rpgs out there. Why could they not even muster up the time to put in even an average single player mode. (the lame bot matches and training missions don't count) I mean for crying out loud, even halo and gears of war had memorable storys and characters. And those were based on brand new ideas ad licenses. Its not that the gameplay is bad. The multi-player is actually very well thought out. But for a game that costs us 60 dollars, there is absolutly no excuse for no story mode. I'm not even going to start on the lack of maps. (which is pretty pathetic for a basically online only game.",bought game day one based fact nextgen shadowrun read became excited gameplay new ideas actually played time effort money put game absolutly single player story mode based world richest history penandpaper rpgs could even muster time put even average single player mode lame bot matches training missions dont count mean crying loud even halo gears war memorable storys characters based brand new ideas ad licenses gameplay bad multiplayer actually well thought game costs us dollars absolutly excuse story mode im even going start lack maps pretty pathetic basically online game
"On their debut album, Cheap Trick's masterful pop hooks were cut with a nasty metallic edge that quickly got sanded down on subsequent releases. Rick Nielsen's guitar crackles with a palpable electricity, and the sparse production refuses to add gloss or tidy up in any way. The vocal melodies are Beatlesque in the best sense, made all the more impressive by Robin Zander's uncanny ability to sing like both Lennon and McCartney. There's an adult malevolence at work here that is completely at odds with the harmless cartoon the band became. Forget the power pop bliss they're known for, because on this album Cheap Trick were aiming to rock.",debut album cheap tricks masterful pop hooks cut nasty metallic edge quickly got sanded subsequent releases rick nielsens guitar crackles palpable electricity sparse production refuses add gloss tidy way vocal melodies beatlesque best sense made impressive robin zanders uncanny ability sing like lennon mccartney theres adult malevolence work completely odds harmless cartoon band became forget power pop bliss theyre known album cheap trick aiming rock
This is a disgrace to racing and all car games in general... to bad such a powerful system does not have games like Metropolis street racing on the dreamcast. Dont buy this game... it is horrible!,disgrace racing car games general bad powerful system games like metropolis street racing dreamcast dont buy game horrible
"I have a 20 pack of these, and niether of my recordable drives will accept them. I got one to burn, but all of the rest have been rejected at every attempt. Save yourself the trouble and look for another brand.",pack niether recordable drives accept got one burn rest rejected every attempt save trouble look another brand
"""Strength and Honor: The Life of Dolly Madison"" by Richard (...) Cote is excellent reading and a work of art. Mr. Cote has once again shown that he is one of the best writers of our era. His work continues to excel and there is no limit to his artistic ability to dazzel the reader with his painting of history with a flair that only his author's brush can make. This is another masterpiece that hangs well beside ""Mary's World"" and ""Theodosia Burr Alston""",strength honor life dolly madison richard cote excellent reading work art mr cote shown one best writers era work continues excel limit artistic ability dazzel reader painting history flair authors brush make another masterpiece hangs well beside marys world theodosia burr alston
"This album is actually really good. Although short, it's definitely showsMonica has matured. Although the first track that was released was not that great, tracks like dozen roses and gotta move on makes us remember why fans will continue to support Monica. Hell No is definitely one of the best tracks on the album but what i didn't like is the fact that she tries the rapping too much. I prefer to hear her voice and think that she should stay true to the talented R&B; Singer that she is.",album actually really good although short definitely showsmonica matured although first track released great tracks like dozen roses gotta move makes us remember fans continue support monica hell definitely one best tracks album didnt like fact tries rapping much prefer hear voice think stay true talented rb singer
I wasn't completely satisifed with this DVD. I felt it could have oferred more Scenery of the Oregon Coastline.,wasnt completely satisifed dvd felt could oferred scenery oregon coastline
This film bored me to death. The pacing is off and the protagonist is very poorly played. Not worth the effort.,film bored death pacing protagonist poorly played worth effort
"Whomever designed this was definitely a minimalist. The ""slot"" for business cards is barely useable, the zippered compartment for the keyboard is a challenge to zip up- hope you're not in a hurry and there is absolutely NO room for an extra stylus, a memory card/stick. Save some $ and look for something else.",whomever designed definitely minimalist slot business cards barely useable zippered compartment keyboard challenge zip hope youre hurry absolutely room extra stylus memory cardstick save look something else
"There is nothing I can say other than this is the perfect recording. Denyce Graves has chosen arias that we don't always get to hear and I thank her for doing so, she breathes live into the old standards from ""Carmen"" and introduces us to arias that will undoubtably become new favorites. Denyce's voice is absolutely fabulous, it's powerful yet calm and perfectly refined, I can say nothing bad about her voice or this recording.",nothing say perfect recording denyce graves chosen arias dont always get hear thank breathes live old standards carmen introduces us arias undoubtably become new favorites denyces voice absolutely fabulous powerful yet calm perfectly refined say nothing bad voice recording
"I agree with Ms Praiseworthy and Mr Eggdrop Soup, there's a straightforwardness to the jazz that makes it a little too much like fourplay, but at the same time, Mr Khan's rendition of Don't you worry 'bout a thing carries into a new height, ergo...I have the limit my review to that one song and give it some praise.",agree ms praiseworthy mr eggdrop soup theres straightforwardness jazz makes little much like fourplay time mr khans rendition dont worry bout thing carries new height ergoi limit review one song give praise
"Got the phone yesterday and it was a nice looking phone. Exactly what i wanted. Heres the but.... The battery was warped. Very noticeably warped. Almost ready to explode. I threw it back in the box as quickly as i could, sealed it back and now i have to return it which will probably be such a hassle. I guess i could just purchase another battery to keep from having to go thru that headache. Motorola is really at fault though.",got phone yesterday nice looking phone exactly wanted heres battery warped noticeably warped almost ready explode threw back box quickly could sealed back return probably hassle guess could purchase another battery keep go thru headache motorola really fault though
"The glass jug came along with three other items I ordered from Amazon. And of course since I was so eager to try the jug I opened it first and uh, the thing was broken to 23443 different pieces. The ice container and the lid were the only things I could make out from the box. The packaging sucks! It wasn't even labeled as FRAGILE. Such a disappointment! I've ordered countless products from Amazon and never was I let down like this. Blah. Never again.",glass jug came along three items ordered amazon course since eager try jug opened first uh thing broken different pieces ice container lid things could make box packaging sucks wasnt even labeled fragile disappointment ive ordered countless products amazon never let like blah never
I love this coffeemaker and everything about it. Makes great coffee and it's super easy to use. I would reccomend this product to anyone who enjoys good coffee!,love coffeemaker everything makes great coffee super easy use would reccomend product anyone enjoys good coffee
"soft and comfy. After a couple wear and washes the started to get a little stringy looking, especially the white one.",soft comfy couple wear washes started get little stringy looking especially white one
"This cable does not fit the Coolpix 800, as advertised. Buy at your own risk.",cable fit coolpix advertised buy risk
"I was so excited for this product as I can't sleep if I'm too warm and I love the cold side of a pillow! First of all, I got it and it was nearly impossible to let the air out like they said. Water spilled everywhere. I had 3 people working on it! Sure, it's cool for a little while. But after a few hours of sleep that thing REALLY heats up! I woke up one morning after about 8 sweating profusely because it had gotten so warm. Unbearably hot! It doesn't work...You know what people say about how if it sounds too good to be true it probably is? In this case, it is.",excited product cant sleep im warm love cold side pillow first got nearly impossible let air like said water spilled everywhere people working sure cool little hours sleep thing really heats woke one morning sweating profusely gotten warm unbearably hot doesnt workyou know people say sounds good true probably case
"I brought this book and it's terrible. I took the 2001 AP and I am 100% sure I got a 5, even though I didn't get the results yet. I just know bio cold. I could have written a much better book than this (now there's an idea...) The authors talk about topics that are not important at all and do a 7th grade level review of the important topics. I would go with the Cliff's book or Barron's College Review Series in Biology if you want a review book. The best advise I can give is to read the textbook, and DO NOT waste any money on this book. This book is very poorly written.",brought book terrible took ap sure got even though didnt get results yet know bio cold could written much better book theres idea authors talk topics important th grade level review important topics would go cliffs book barrons college review series biology want review book best advise give read textbook waste money book book poorly written
"After reading the reviews for this and the last couple books, I am very happy I gave up on the series in 2000. This probably would have been an excellent series if Jordan had kept it to 6 or 7 books. As it is, I think Jordan is just padding his wallet. The ego of the man is outrageous, to blame his readers, his CUSTOMERS, for getting bored with / not being able to follow his plot lines.Read George Martin's Song of Ice and Fire series. He is handling multiple plot lines the RIGHT way.",reading reviews last couple books happy gave series probably would excellent series jordan kept books think jordan padding wallet ego man outrageous blame readers customers getting bored able follow plot linesread george martins song ice fire series handling multiple plot lines right way
"The Tipping Point is one the greatest books I have read (right up there with Stephen Covey). I loved the Tipping Point so much,I've been recommending it to family and friends since I started the Introduction. The Tipping Point will not only leave your notepad full of new ideas, but will change the way you think about work and your life.5-stars across the board!!",tipping point one greatest books read right stephen covey loved tipping point muchive recommending family friends since started introduction tipping point leave notepad full new ideas change way think work lifestars across board
"The Lost World is a lackluster, forced sequel to Jurassic Park, a childhood favorite of mine. The fact that I could identify it as such at the age of twelve, when the book was first published, should not bode well for the prospective reader.",lost world lackluster forced sequel jurassic park childhood favorite mine fact could identify age twelve book first published bode well prospective reader
Brian`s parents are divorced.He is going to visit his dad who lives in New york. When a tragic accident happens.He is forced to live in the Canadian wilderness with only a hatchet and a survival kit. Hatchet is one of the best books I`ve ever read . I would recommened it to anyone who likes adventures.,brians parents divorcedhe going visit dad lives new york tragic accident happenshe forced live canadian wilderness hatchet survival kit hatchet one best books ive ever read would recommened anyone likes adventures
"Many books on motorcycles abound with glossy pictures but contain little facts. This slim volume by Roland Brown is quite the reverse. The majority of photos are original B&Ws, not staged fashion shots, and there is ample text. It is not a coffee table book, it is a real book! The history begins with Soichiro Honda's start after WWII and traces the company's progress to 1989. For the real motorcyclist there is plenty of technical detail which is used to show the evolution from one machine to the next, rather than being just tabulated facts. The story of the development of motorcycles, as we now know them, and the fascinating saga of a multinational company's growth, make excellent reading. My only complaint is that a book this slim (150 small pages), really doesn't warrant a price tag of $25. Never the less, I still bought it, and was glad I did.",many books motorcycles abound glossy pictures contain little facts slim volume roland brown quite reverse majority photos original bws staged fashion shots ample text coffee table book real book history begins soichiro hondas start wwii traces companys progress real motorcyclist plenty technical detail used show evolution one machine next rather tabulated facts story development motorcycles know fascinating saga multinational companys growth make excellent reading complaint book slim small pages really doesnt warrant price tag never less still bought glad
"Quaint and inaccurate Reviewer: Eva Webster-Frizzell from Tennessee I have read and am appalled at the first of many inaccuracies in this book. The first, most glaring to anyone from the area is the caption of the two-page ""homecoming"" picture. The actual gathering is for a baptism. Anyone not recognizing this has spent a year not learning. Very disappointed in this book. I bought the book for my sister, a PHN working with people in very poor circumstances in the Sequatchie Valley of Tennessee. She had hoped to see the documentary but missed it. I hope she can look over the problems with the book, we can forgive Yankees who try to look at and into our lives and consistently get the wrong information. By the way, our widowed mother reared twin daughters without ever resorting to welfare.",quaint inaccurate reviewer eva websterfrizzell tennessee read appalled first many inaccuracies book first glaring anyone area caption twopage homecoming picture actual gathering baptism anyone recognizing spent year learning disappointed book bought book sister phn working people poor circumstances sequatchie valley tennessee hoped see documentary missed hope look problems book forgive yankees try look lives consistently get wrong information way widowed mother reared twin daughters without ever resorting welfare
"The seller themselves were prompt with shipment and great with packaging, but this product was not worth the care the took. We couldn't use the product at all. The holes were not properly drilled to allow any screw keep the product in place in the computer. The plastic is beyond cheap. We have gone back and ordered a proper aluminum bracket and hope to have better luck. Please beware when purchasing this item!",seller prompt shipment great packaging product worth care took couldnt use product holes properly drilled allow screw keep product place computer plastic beyond cheap gone back ordered proper aluminum bracket hope better luck please beware purchasing item
"I bought this DVD to supplement Brooke Siler's ""The Pilates Body"" because I wanted to understand some of the beginning exercises better by seeing them in action. I was very disappointed in I received. The exercises amount to simple calisthenics and include very few elements of a standard Pilates mat program. I'm no fitness guru but doing the entire program hardly raised my pulse or challenged my muscles.The DVD format itself is quite nice. If you are looking for some very low-intensity stretches and warmup exercises, this is a great DVD to get. However, calling this a Pilates DVD is a misrepresentation of its content.",bought dvd supplement brooke silers pilates body wanted understand beginning exercises better seeing action disappointed received exercises amount simple calisthenics include elements standard pilates mat program im fitness guru entire program hardly raised pulse challenged musclesthe dvd format quite nice looking lowintensity stretches warmup exercises great dvd get however calling pilates dvd misrepresentation content
"I wasn't happy with this book, but to be fair to this fabulous author, I went back and read it again. Unfortunately, it was just as boring the second time around. I don't know what happened to this one. The characters didn't shine, and there was no spark in the story.",wasnt happy book fair fabulous author went back read unfortunately boring second time around dont know happened one characters didnt shine spark story
"Great concept, fair execution. I expected much more from these discs. Most of the tunes on disc 1 are a bit too sparse for my tastes...I was expecting more ""electro"" or ""electroclash"" styles. The Juan Maclean track is more of an agressive style that I like...too bad the rest isn't in this same vein.I mainly bought this for disc 2. Many classics I have on vinyl and I wanted to see how this guy handled the mix...doesn't really come through. The Bigod 20 track is actually ""Body to Body"" and not ""The Bog"". The second Front 242 track is pitched up significantly...I would have worked it into the mix elsewhere. These cds were mixed on Native Instrument's Tracktor software, with which I'm unfamiliar...maybe that has something to do with the odd style of mixing.Overall this is a nice addition to anyone's DJ mixed CD collection...good, not great.",great concept fair execution expected much discs tunes disc bit sparse tastesi expecting electro electroclash styles juan maclean track agressive style liketoo bad rest isnt veini mainly bought disc many classics vinyl wanted see guy handled mixdoesnt really come bigod track actually body body bog second front track pitched significantlyi would worked mix elsewhere cds mixed native instruments tracktor software im unfamiliarmaybe something odd style mixingoverall nice addition anyones dj mixed cd collectiongood great
"Nice case for the Zune. Fairly bulky, however hard to avoid considering the size of the player. Good protection for another electronic device especially in the hands of my teenage daughter.",nice case zune fairly bulky however hard avoid considering size player good protection another electronic device especially hands teenage daughter
"As the other reviews say, this book is fantastic! There are great ideas for holidays, but also neat suggestions for birthdays, school days (getting homework done), special rituals to start the day, for bedtime, mealtime, etc... Throughout the book there also are helpful websites and tons of insightful, creative ideas. It's unfortunate that Amazon doesn't sell it directly!",reviews say book fantastic great ideas holidays also neat suggestions birthdays school days getting homework done special rituals start day bedtime mealtime etc throughout book also helpful websites tons insightful creative ideas unfortunate amazon doesnt sell directly
"I am shocked there are not more books about the personal life of this interesting person in history. This book gives a very good picture of Philip II and the forces that shaped him and the religion that governed every aspect of his life, loves and holy causes. Because of his long reign, and dealings with all the important persons of the 16th century, his personal attitudes shaped so much by his childhood, influenced the political, social and religious tide of that time. The conquests of lands in the name of God, influences the geography and history of today",shocked books personal life interesting person history book gives good picture philip ii forces shaped religion governed every aspect life loves holy causes long reign dealings important persons th century personal attitudes shaped much childhood influenced political social religious tide time conquests lands name god influences geography history today
"I really like the concept of this machine. I use it sporadically, mostly to store grain, flour, etc. However, while it worked fine initially it progressively has had more and more trouble pulling enough of a vacuum to seal (the sealing part of the machine is only activated when the vacuum reaches a certain point). Now it is totally useless. The rubber seals look to be in good condition and I don't recall any trauma that occurred, such as liquid being sucked into the machine, etc. I don't think that I even used the machine to seal more than 50 bags before it stopped working. What a disappointment!",really like concept machine use sporadically mostly store grain flour etc however worked fine initially progressively trouble pulling enough vacuum seal sealing part machine activated vacuum reaches certain point totally useless rubber seals look good condition dont recall trauma occurred liquid sucked machine etc dont think even used machine seal bags stopped working disappointment
"This was trouble free for 2 years, now the Sound is cutting out of the Center Channel like so many have reported. Double checked all the wiring - subbed in a different center channel, it cuts out intermittantly still.Many have noted that they had to crank the volume or turn it off/on to fix. I have found that if you simply turn off the ""MCACC Auto Sound"" and switch it back on, the sound will come back.But then the Sound will cut out again later. Happens daily at this point.This will be my last Pioneer I purchase.Now I'm looking at the Onkyo TX-SR607 - it seems to get a lot of good press at an affordable price.PIONEER HAD A DESIGN FLAW with this product!!",trouble free years sound cutting center channel like many reported double checked wiring subbed different center channel cuts intermittantly stillmany noted crank volume turn offon fix found simply turn mcacc auto sound switch back sound come backbut sound cut later happens daily pointthis last pioneer purchasenow im looking onkyo txsr seems get lot good press affordable pricepioneer design flaw product
"We know that the media is left-wing ; everybody knows that, right? Not Eric Alterman and he'll tell you why the media is far more conservative than you think. While I think he overstates his case, this is an excellent, well-researched book.I don't think he'll change too many minds,as people who are convinced the media is liberal are not going to change their minds just by reading a book, even such a persuasive one as What Liberal Media.I would ask any readers of this book to read this with an open mind and perhaps you might come around to Alterman's point of view.",know media leftwing everybody knows right eric alterman hell tell media far conservative think think overstates case excellent wellresearched booki dont think hell change many mindsas people convinced media liberal going change minds reading book even persuasive one liberal mediai would ask readers book read open mind perhaps might come around altermans point view
"I bought this as a gift for my sister. However, I myself have always enjoyed the short story genre for many years.",bought gift sister however always enjoyed short story genre many years
"Possessed is the first book to examine the phenomenon of demon possession in Russia. Drawing upon a wide range of sources--religious, psychiatric, ethnographic, and literary--Worobec looks at klikushestvo over a broad span of time but focuses mainly on the nineteenth and early twentieth centuries, when all of Russian society felt the pressure of modernization.",possessed first book examine phenomenon demon possession russia drawing upon wide range sourcesreligious psychiatric ethnographic literaryworobec looks klikushestvo broad span time focuses mainly nineteenth early twentieth centuries russian society felt pressure modernization
"The third of the Local H cd's, this one was the best of the bunch. It would have been a larger selling cd if it was promoted by the company the way it should have been.This is the last Local H cd where Joe Daniels is on the drums. Joe left shortly after & a new guy came in who doesn't have Joe's talent.",third local h cds one best bunch would larger selling cd promoted company way beenthis last local h cd joe daniels drums joe left shortly new guy came doesnt joes talent
This album is outstanding. Zucchero is a true find in exciting popular music. I can't keep his albums for myself...everyone wants them.,album outstanding zucchero true find exciting popular music cant keep albums myselfeveryone wants
very well made product and nice looking. I gave it to a friend for a birthday gift - he liked it.,well made product nice looking gave friend birthday gift liked
